# source_line	category	lat1_deg	lon1_deg	azi1_deg	lat2_deg	lon2_deg	azi2_deg	s12	a12_deg	m12	S12
300001	nearly-meridional	6.169086571167	0	179.998607283442	-81.443657723291878172	.009314581453032443	179.990723567104715549	9728514.005172	87.563863179722495067	6367525.5796375467684	-5581314075.752177
325000	nearly-meridional	60.804798030188	0	.000291942794	23.766449374018279588	179.999681892675171833	179.999844084979149298	10630767.3800389	95.581654836653644767	6363851.049524372451	127516087522848.351611
350000	nearly-meridional	44.465908810925	0	179.997940218638	-.522144582430390824	.001449882508421577	179.998527520242272774	4983328.4390468	44.890110437047851629	4489392.9112208139649	414729690.08943
350001	nearly-equatorial	.000290941474	0	89.996856866653	.003161589143015711	81.076259722655797307	89.999813891800097739	9025367.9474346	81.349007539450121058	6284430.9397663221434	2085465285.9708
375000	nearly-equatorial	.0020745654	0	90.000294568453	-.000197374684547156	87.003708321160872119	90.00207920291950714	9685208.5084238	87.296396619430040551	6349676.6795138689271	1258627520.189096
400000	nearly-equatorial	.004379681022	0	89.996915821532	.004956386832872472	57.495789050304667493	90.002040596940875894	6400401.9370438	57.689209842012594316	5372480.3314265656903	3614288239.781928
400001	between-vertices	4.199535552987	0	90	-4.199535552987	179.398106343454992238	90	19970505.608097404994	180	0	0
425000	between-vertices	62.664688871561	0	90	-62.664688871561	179.722320688716557505	90.000000000000000002	19996814.8571440197883	179.999999999999999999	.0000000000001	.000001
450000	between-vertices	32.181253930624	0	90	-32.181253930624	179.48884785320419805	90	19979821.6453944657515	179.999999999999999999	.0000000000001	0
450001	ending-near-vertices	21.004101257892	0	89.987453460903	-21.004101257877442853	179.43641220015808594	90.012546564471729105	19974623.3063849	179.999999933688379027	.0101740312077	17707263979.675341
475000	ending-near-vertices	80.286105657649	0	90.019307953579	-80.286105657658605693	179.897921736484855383	89.980692212905459896	20002969.6570111	179.999999971404860248	.0034013416471	-27352834052.958425
500000	ending-near-vertices	88.096003854661	0	90.02524385097	-88.096003854666106441	179.979897716968423287	89.974756497673646098	20003894.1581188	179.999999988370964725	.0013090141936	-35766299181.796657
